Date,Tree_ID,Orchard_Mapping_Image,Aerial_UAV_Image,Ground_RGB_Image,Ground_RGB_Image_with_Bounding_Boxes,Ground_RGB_Image_Annotations,Multispectral_RGB_Image,Multispectral_REG_Image,Multispectral_RED_Image,Multispectral_NIR_Image,Multispectral_GRE_Image,Multispectral_RGB_Bounding_Box_Image,Multispectral_RGB_Bounding_Box_Annotation,Label,UAV_NDVI,UAV_EVI,UAV_NDRE,UAV_SAVI,UAV_GNDVI,UAV_RVI,UAV_TVI,x1,x2,y1,y2,Multispectral_NDVI,Multispectral_EVI,Multispectral_NDRE,Multispectral_SAVI,Multispectral_GNDVI,Multispectral_RVI,Multispectral_TVI,Multispectral_NDVI_Image,Multispectral_GNDVI_Image,Multispectral_NDRE_Image,Multispectral_SAVI_Image
04_11_21,11-9,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-20.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/IMG_700101_000950_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/IMG_700101_000950_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/IMG_700101_000950_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/IMG_700101_000950_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/IMG_700101_000950_0000_GRE.TIF,,,0,0.8318024,0.9884813,0.09442685,0.3680439,0.6149672,11.869447,12.140613,684.0,746.0,1601.0,1673.0,0.5581223737409209,15843.557825289723,0.1072934691033403,0.8322453854439773,0.5739279260487468,381.3163242576241,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/ndvi_image_513.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/gndvi_image_513.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/ndre_image_513.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 20/savi_image_513.jpeg
04_11_21,11-10,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-21.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/IMG_700101_000938_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/IMG_700101_000938_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/IMG_700101_000938_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/IMG_700101_000938_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/IMG_700101_000938_0000_GRE.TIF,,,0,0.81610763,1.3529027,0.08302727,0.38977453,0.56636083,10.920388,13.660996,757.0,802.0,1636.0,1679.0,0.5559408881614067,17296.766390981145,0.10291267747302818,0.8284184034036426,0.5427338924003818,432.30330197779534,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/ndvi_image_514.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/gndvi_image_514.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/ndre_image_514.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 21/savi_image_514.jpeg
04_11_21,11-11,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Grapholita molesta/16-22.jpg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos_bounding_box/Grapholita molesta/16-22.png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos_bounding_box/Grapholita molesta/16-22.json,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/IMG_700101_000928_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/IMG_700101_000928_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/IMG_700101_000928_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/IMG_700101_000928_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/IMG_700101_000928_0000_GRE.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos_bounding_box/Grapholita molesta/16 - 22/IMG_700101_000928_0000_RGB.png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos_bounding_box/Grapholita molesta/16 - 22/IMG_700101_000928_0000_RGB.json,1,0.8479385,1.1362566,0.095922865,0.40710136,0.6340802,13.139587,13.807865,821.0,901.0,1609.0,1687.0,0.5653651993345767,18998.195013904908,0.12004118767608955,0.8423414748719349,0.5382907176011247,282.0331164815241,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/ndvi_image_515.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/gndvi_image_515.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/ndre_image_515.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Grapholita molesta/16 - 22/savi_image_515.jpeg
04_11_21,11-12,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-23.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/IMG_700101_000917_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/IMG_700101_000917_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/IMG_700101_000917_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/IMG_700101_000917_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/IMG_700101_000917_0000_GRE.TIF,,,0,0.8451523,1.321688,0.07725117,0.413523,0.6028791,12.576274,14.2182455,912.0,970.0,1633.0,1692.0,0.5431562205389417,20932.956173786537,0.11992309377458556,0.809296463884994,0.5060827541801995,441.0294767398986,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/ndvi_image_516.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/gndvi_image_516.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/ndre_image_516.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 23/savi_image_516.jpeg
04_11_21,11-13,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-24.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/IMG_700101_000906_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/IMG_700101_000906_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/IMG_700101_000906_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/IMG_700101_000906_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/IMG_700101_000906_0000_GRE.TIF,,,0,0.83699954,1.4283068,0.09046623,0.46411481,0.6341683,12.454568,16.929895,978.0,1045.0,1636.0,1708.0,0.5534424375226265,16296.42641259523,0.09554927964418926,0.8248156476705779,0.5472623647695698,175.43409888471672,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/ndvi_image_517.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/gndvi_image_517.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/ndre_image_517.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 24/savi_image_517.jpeg
04_11_21,11-14,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-25.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/IMG_700101_000855_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/IMG_700101_000855_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/IMG_700101_000855_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/IMG_700101_000855_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/IMG_700101_000855_0000_GRE.TIF,,,0,0.8504073,1.1153682,0.11211623,0.42102945,0.6584709,13.918301,14.324679,1059.0,1120.0,1638.0,1713.0,0.5398877941304521,20312.223997321078,0.0844062060394789,0.8049477912693488,0.5312464293894478,454.8006444955676,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/ndvi_image_518.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/gndvi_image_518.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/ndre_image_518.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 25/savi_image_518.jpeg
04_11_21,11-15,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-26.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/IMG_700101_000844_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/IMG_700101_000844_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/IMG_700101_000844_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/IMG_700101_000844_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/IMG_700101_000844_0000_GRE.TIF,,,0,0.85441554,1.3823719,0.10291776,0.4628514,0.6539307,13.95754,16.600872,1125.0,1182.0,1654.0,1719.0,0.528892629400718,17885.724247440437,0.09952479808522424,0.7880798530285605,0.516669373206902,126.89274894280143,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/ndvi_image_519.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/gndvi_image_519.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/ndre_image_519.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 26/savi_image_519.jpeg
04_11_21,11-16,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-27.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/IMG_700101_000831_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/IMG_700101_000831_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/IMG_700101_000831_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/IMG_700101_000831_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/IMG_700101_000831_0000_GRE.TIF,,,0,0.8368098,1.1346061,0.09630974,0.42579982,0.64827067,12.691927,14.521308,1187.0,1259.0,1657.0,1727.0,0.585035956455625,14569.85718692841,0.10014982707154448,0.8720966216800592,0.5885771032159722,424.1164592981599,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/ndvi_image_520.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/gndvi_image_520.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/ndre_image_520.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 27/savi_image_520.jpeg
04_11_21,11-17,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-28.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/IMG_700101_000820_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/IMG_700101_000820_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/IMG_700101_000820_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/IMG_700101_000820_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/IMG_700101_000820_0000_GRE.TIF,,,0,0.86357075,1.211675,0.110221036,0.4513344,0.66962034,14.865737,15.887683,1264.0,1342.0,1668.0,1745.0,0.5318181296327218,15093.216752683353,0.0964692358701731,0.7925827552348282,0.5398190075487606,426.47790197419585,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/ndvi_image_521.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/gndvi_image_521.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/ndre_image_521.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 28/savi_image_521.jpeg
04_11_21,11-18,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Orchard_Mapping/Orchard Mapping from CSV (04_11_21).png,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Aerial_UAV_Photos/NDVI.rgb.tif,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_RGB_Photos/Healthy/16-29.jpg,,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/IMG_700101_000808_0000_RGB.JPG,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/IMG_700101_000808_0000_REG.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/IMG_700101_000808_0000_RED.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/IMG_700101_000808_0000_NIR.TIF,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/IMG_700101_000808_0000_GRE.TIF,,,0,0.8501731,1.2444352,0.105806574,0.4433254,0.64602774,13.775945,15.697296,1342.0,1406.0,1684.0,1756.0,0.5623744132111469,15302.21557434494,0.09055371725174208,0.8381997660755592,0.5686817004593084,363.9229495849658,,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/ndvi_image_522.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/gndvi_image_522.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/ndre_image_522.jpeg,/Users/izzymohamed/Desktop/Vision For Social Good/Project/Vision-For-Social-Good/DATA/Peach/04_11_21/Ground_Multispectral_Photos/Healthy/16 - 29/savi_image_522.jpeg
