Tree_ID,class,shape,x1,x2,y1,y2,label
9-33,0,rectangle,2445,2516,1881,1952,
8-16,0,rectangle,1206,1278,1811,1885,
8-17,0,rectangle,1287,1352,1814,1895,
8-33,0,rectangle,2450,2521,1972,2044,
8-32,0,rectangle,2379,2444,1957,2037,
8-31,0,rectangle,2301,2372,1944,2022,
8-30,0,rectangle,2217,2292,1932,2016,
8-29,0,rectangle,2155,2214,1929,2006,
8-28,0,rectangle,2078,2143,1913,1994,
8-27,0,rectangle,2016,2072,1913,1988,
8-26,0,rectangle,1938,1997,1910,1978,
8-25,0,rectangle,1864,1929,1892,1969,
8-24,0,rectangle,1792,1858,1882,1963,
8-23,0,rectangle,1718,1783,1870,1951,
8-22,0,rectangle,1644,1709,1873,1941,
8-21,0,rectangle,1575,1637,1861,1932,
8-20,0,rectangle,1501,1560,1845,1923,
8-19,0,rectangle,1426,1492,1833,1907,
8-18,0,rectangle,1352,1411,1823,1901,
7-6,0,rectangle,490,555,1808,1889,
7-7,0,rectangle,564,626,1823,1904,
7-8,0,rectangle,630,707,1836,1913,
7-9,0,rectangle,716,778,1836,1916,
7-10,0,rectangle,775,850,1836,1926,
7-11,0,rectangle,856,921,1851,1932,
7-12,0,rectangle,918,992,1864,1944,
7-13,0,rectangle,995,1067,1870,1951,
7-33,0,rectangle,2453,2524,2059,2130,
7-32,0,rectangle,2379,2450,2047,2124,
7-31,0,rectangle,2301,2372,2034,2115,
7-30,0,rectangle,2233,2304,2025,2099,
7-29,0,rectangle,2171,2230,2019,2096,
7-28,0,rectangle,2084,2171,2013,2087,
7-27,0,rectangle,2016,2078,2000,2075,
7-26,0,rectangle,1938,2009,1991,2068,
7-25,0,rectangle,1879,1932,1975,2053,
7-24,0,rectangle,1805,1867,1975,2050,
7-23,0,rectangle,1737,1802,1954,2044,
7-22,0,rectangle,1656,1727,1951,2037,
7-21,0,rectangle,1588,1650,1951,2025,
7-20,0,rectangle,1529,1585,1935,2013,
7-14,0,rectangle,1073,1135,1882,1960,
7-15,0,rectangle,1141,1209,1885,1975,
7-16,0,rectangle,1206,1281,1895,1978,
7-17,0,rectangle,1284,1343,1901,1988,
7-18,0,rectangle,1352,1426,1916,2006,
7-19,0,rectangle,1433,1504,1923,2013,
6-1,0,rectangle,132,201,1856,1929,
6-2,0,rectangle,216,256,1874,1944,
6-3,0,rectangle,271,348,1878,1966,
6-4,0,rectangle,355,414,1889,1959,
6-5,0,rectangle,425,491,1889,1973,
6-6,0,rectangle,494,556,1904,1992,
6-7,0,rectangle,575,630,1915,1984,
6-8,0,rectangle,630,699,1918,1999,
6-9,0,rectangle,707,783,1922,2003,
6-10,0,rectangle,787,853,1933,2021,
6-11,0,rectangle,860,926,1940,2028,
6-12,0,rectangle,938,1007,1956,2045,
6-13,0,rectangle,1015,1057,1964,2045,
6-14,0,rectangle,1073,1131,1972,2049,
6-15,0,rectangle,1146,1204,1995,2060,
6-16,0,rectangle,1212,1277,1991,2068,
6-17,0,rectangle,1289,1358,1995,2072,
6-18,0,rectangle,1370,1424,2006,2087,
6-19,0,rectangle,1428,1501,2010,2095,
1-1,0,rectangle,150,224,2307,2388,
2-1,0,rectangle,158,232,2226,2304,
3-1,0,rectangle,154,224,2130,2219,
4-1,0,rectangle,139,216,2041,2118,
5-1,0,rectangle,127,201,1949,2026,
6-20,0,rectangle,1509,1570,2026,2107,
6-21,0,rectangle,1574,1644,2037,2118,
6-22,0,rectangle,1655,1725,2045,2130,
6-23,0,rectangle,1740,1794,2053,2126,
6-24,0,rectangle,1802,1879,2060,2145,
6-25,0,rectangle,1883,1949,2068,2165,
6-26,0,rectangle,1956,2014,2080,2168,
6-27,0,rectangle,2026,2091,2087,2180,
6-28,0,rectangle,2095,2153,2095,2180,
6-29,0,rectangle,2157,2230,2103,2184,
6-30,0,rectangle,2242,2304,2114,2199,
6-31,0,rectangle,2311,2369,2126,2211,
6-32,0,rectangle,2381,2442,2141,2226,
1-30,0,rectangle,2284,2342,2581,2659,
5-31,0,rectangle,2388,2458,2226,2315,
4-32,0,rectangle,2404,2469,2334,2419,
3-31,0,rectangle,2342,2408,2408,2489,
2-31,0,rectangle,2331,2396,2504,2589,
1-2,0,rectangle,232,305,2331,2415,
1-3,0,rectangle,316,374,2338,2412,
1-4,0,rectangle,374,444,2354,2439,
1-5,0,rectangle,451,517,2358,2446,
1-6,0,rectangle,521,590,2354,2458,
1-7,0,rectangle,610,683,2373,2473,
1-8,0,rectangle,687,749,2381,2473,
1-9,0,rectangle,756,818,2369,2477,
1-10,0,rectangle,822,887,2381,2496,
1-11,0,rectangle,884,953,2388,2485,
1-12,0,rectangle,949,1026,2404,2493,
1-13,0,rectangle,1023,1092,2408,2504,
1-14,0,rectangle,1096,1177,2419,2523,
1-15,0,rectangle,1177,1246,2431,2535,
1-16,0,rectangle,1246,1327,2442,2547,
1-17,0,rectangle,1323,1389,2458,2550,
1-18,0,rectangle,1385,1462,2473,2554,
1-19,0,rectangle,1462,1540,2469,2570,
1-20,0,rectangle,1540,1613,2485,2581,
1-21,0,rectangle,1621,1686,2489,2585,
1-22,0,rectangle,1690,1756,2504,2593,
1-23,0,rectangle,1763,1841,2500,2605,
1-24,0,rectangle,1837,1914,2520,2620,
1-25,0,rectangle,1914,1983,2527,2620,
1-26,0,rectangle,1976,2057,2547,2632,
1-27,0,rectangle,2057,2130,2554,2639,
1-28,0,rectangle,2130,2196,2562,2643,
1-29,0,rectangle,2203,2269,2558,2651,
5-2,0,rectangle,197,274,1956,2041,
5-3,0,rectangle,274,340,1968,2045,
5-4,0,rectangle,355,424,1983,2060,
5-5,0,rectangle,436,505,1999,2072,
5-6,0,rectangle,517,567,1999,2080,
5-7,0,rectangle,583,644,2010,2087,
5-8,0,rectangle,656,706,2033,2095,
5-9,0,rectangle,725,787,2030,2107,
5-10,0,rectangle,803,857,2041,2122,
5-11,0,rectangle,868,926,2060,2138,
5-13,0,rectangle,988,1088,2068,2145,
5-14,0,rectangle,1127,1215,2087,2161,
5-15,0,rectangle,1227,1293,2084,2168,
5-16,0,rectangle,1304,1362,2091,2176,
5-17,0,rectangle,1374,1439,2103,2196,
5-18,0,rectangle,1451,1509,2107,2196,
5-19,0,rectangle,1520,1586,2118,2207,
5-20,0,rectangle,1601,1655,2130,2211,
5-21,0,rectangle,1667,1736,2138,2226,
5-22,0,rectangle,1744,1798,2138,2226,
5-23,0,rectangle,1817,1875,2153,2246,
5-24,0,rectangle,1879,1937,2168,2242,
5-25,0,rectangle,1956,2018,2172,2253,
5-26,0,rectangle,2030,2091,2184,2273,
5-27,0,rectangle,2103,2168,2184,2265,
5-28,0,rectangle,2180,2230,2188,2280,
5-29,0,rectangle,2246,2304,2211,2288,
5-30,0,rectangle,2319,2381,2219,2304,
4-2,0,rectangle,224,278,2053,2134,
4-3,0,rectangle,278,355,2068,2149,
4-4,0,rectangle,359,436,2064,2149,
4-5,0,rectangle,444,502,2091,2165,
4-6,0,rectangle,513,567,2107,2168,
4-7,0,rectangle,577,633,2111,2176,
4-8,0,rectangle,642,713,2108,2176,
4-9,0,rectangle,732,793,2117,2204,
4-10,0,rectangle,803,864,2139,2204,
4-11,0,rectangle,874,935,2148,2213,
4-12,0,rectangle,941,1003,2154,2216,
4-13,0,rectangle,1015,1092,2145,2222,
4-14,0,rectangle,1095,1159,2165,2231,
3-2,0,rectangle,226,290,2155,2228,
3-3,0,rectangle,309,366,2161,2231,
3-4,0,rectangle,372,436,2165,2241,
3-5,0,rectangle,446,509,2174,2257,
3-6,0,rectangle,516,579,2200,2257,
3-7,0,rectangle,595,659,2196,2273,
3-8,0,rectangle,672,729,2203,2273,
3-9,0,rectangle,736,800,2226,2293,
4-15,0,rectangle,1167,1227,2179,2246,
2-2,0,rectangle,239,303,2243,2317,
2-3,0,rectangle,309,373,2250,2324,
2-4,0,rectangle,377,441,2260,2337,
2-5,0,rectangle,454,518,2273,2337,
2-6,0,rectangle,525,592,2270,2344,
2-7,0,rectangle,592,659,2293,2364,
2-8,0,rectangle,666,736,2290,2364,
2-9,0,rectangle,736,814,2300,2364,
3-10,0,rectangle,807,871,2229,2300,
2-10,0,rectangle,821,878,2307,2374,
3-11,0,rectangle,874,945,2229,2307,
2-11,0,rectangle,884,942,2310,2384,
3-12,0,rectangle,948,1019,2226,2314,
3-13,0,rectangle,1016,1096,2246,2320,
3-14,0,rectangle,1093,1160,2253,2330,
3-15,0,rectangle,1160,1224,2253,2337,
2-12,0,rectangle,948,1022,2327,2398,
2-13,0,rectangle,1026,1100,2337,2404,
2-14,0,rectangle,1106,1170,2347,2411,
3-16,0,rectangle,1227,1305,2280,2351,
4-16,0,rectangle,1237,1301,2193,2256,
4-17,0,rectangle,1315,1372,2196,2256,
4-18,0,rectangle,1382,1456,2199,2270,
4-19,0,rectangle,1463,1510,2216,2280,
4-20,0,rectangle,1520,1597,2216,2297,
4-21,0,rectangle,1601,1668,2229,2307,
4-22,0,rectangle,1668,1739,2243,2314,
4-23,0,rectangle,1745,1816,2250,2324,
4-24,0,rectangle,1826,1890,2256,2334,
4-25,0,rectangle,1897,1960,2270,2340,
4-26,0,rectangle,1967,2031,2273,2347,
4-27,0,rectangle,2038,2108,2283,2354,
4-28,0,rectangle,2112,2182,2300,2371,
4-29,0,rectangle,2186,2243,2303,2361,
4-30,0,rectangle,2266,2327,2314,2388,
4-31,0,rectangle,2330,2394,2324,2401,
3-17,0,rectangle,1318,1385,2283,2361,
3-18,0,rectangle,1399,1466,2293,2361,
3-19,0,rectangle,1473,1533,2310,2374,
3-20,0,rectangle,1547,1601,2310,2384,
3-21,0,rectangle,1607,1671,2317,2388,
3-22,0,rectangle,1678,1742,2330,2398,
3-23,0,rectangle,1755,1826,2334,2404,
3-30,0,rectangle,2265,2334,2403,2475,
3-29,0,rectangle,2189,2254,2392,2472,
3-28,0,rectangle,2109,2178,2377,2457,
3-27,0,rectangle,2036,2098,2374,2446,
3-26,0,rectangle,1971,2029,2363,2443,
3-25,0,rectangle,1898,1964,2352,2425,
3-24,0,rectangle,1833,1887,2341,2421,
2-30,0,rectangle,2268,2323,2497,2562,
2-29,0,rectangle,2196,2261,2483,2552,
2-28,0,rectangle,2131,2185,2468,2548,
2-15,0,rectangle,1176,1238,2352,2428,
2-16,0,rectangle,1256,1321,2359,2439,
2-17,0,rectangle,1325,1386,2374,2461,
2-18,0,rectangle,1390,1463,2377,2461,
2-19,0,rectangle,1463,1535,2388,2472,
2-20,0,rectangle,1543,1608,2406,2486,
2-21,0,rectangle,1615,1680,2403,2486,
2-22,0,rectangle,1688,1753,2406,2501,
2-23,0,rectangle,1757,1818,2417,2497,
2-24,0,rectangle,1833,1906,2425,2512,
2-25,0,rectangle,1906,1974,2435,2523,
2-26,0,rectangle,1978,2043,2454,2537,
2-27,0,rectangle,2051,2116,2450,2544,
8-1,0,rectangle,116,180,1678,1764,
13-17,0,rectangle,1259,1319,1363,1446,
15-29,0,rectangle,2128,2184,1285,1375,
15-35,0,rectangle,2566,2615,1341,1420,
15-36,0,rectangle,2622,2663,1337,1420,
5-12,0,rectangle,921,989,2053,2143,
23-1,0,rectangle,7,97,315,408,
28-2,0,rectangle,1510,1566,41,124,
28-1,0,rectangle,1435,1502,37,127,
